"Title";"ISSN";"Database Name";"Database Producer";"Citation Begin Year";"Citation Begin Volume";"Citation Begin Issue";"Citation Most Recent Year";"Citation Most Recent Volume";"Citation Most Recent Issue";"Fulltext Begin Year";"Fulltext Begin Volume";"Fulltext Begin Issue";"Fulltext Most Recent Year";"Fulltext Most Recent Volume";"Fulltext Most Recent Issue";"Total Number of Issues";"Total Number of Fulltext Issues"
"Canadian journal of archaeology";"0705-2006";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1977";"1";"0";"2008";"32";"2";"0";"0";"0";"0";"0";"0";"41";"0"
"Canadian journal of native studies";"0715-3244";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1981";"1";"2";"2008";"28";"1";"0";"0";"0";"0";"0";"0";"54";"0"
"Canadian journal of native studies";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1981";"0";"0";"2004";"24";"1";"0";"0";"0";"0";"0";"0";"23";"0"
"Canadian review of sociology and anthropology";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1964";"1";"1";"1999";"36";"3";"0";"0";"0";"0";"0";"0";"114";"0"
"Canadian review of sociology and anthropology";"0008-4948";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1967";"4";"2";"2009";"46";"2";"0";"0";"0";"0";"0";"0";"133";"0"
"Canadian studies report";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1977";"1";"0";"1982";"14e";"0";"0";"0";"0";"0";"0";"0";"14";"0"
"Canberra anthropology";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1977";"1";"1";"1998";"21";"2";"0";"0";"0";"0";"0";"0";"31";"0"
"Canberra anthropology";"0314-9099";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1983";"6";"1";"1999";"22";"2";"0";"0";"0";"0";"0";"0";"27";"0"
"Caribe";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1977";"1";"0";"1983";"7";"1/2";"0";"0";"0";"0";"0";"0";"14";"0"
"Carpatica";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1963";"3";"0";"1976";"6";"1";"0";"0";"0";"0";"0";"0";"4";"0"
"Carpatobalcanica";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1977";"7";"1/2";"1989";"18/";"0";"0";"0";"0";"0";"0";"0";"7";"0"
"Central Asian survey";"0263-4937";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1996";"15";"1";"2009";"28";"1";"0";"0";"0";"0";"0";"0";"37";"0"
"Central Asian survey";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1994";"13";"1";"1999";"18";"2";"0";"0";"0";"0";"0";"0";"11";"0"
"Central Issues in Anthropology";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1979";"1";"1";"1992";"10";"0";"0";"0";"0";"0";"0";"0";"15";"0"
"Ceramica de cultura maya";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1968";"0";"0";"1992";"16";"0";"0";"0";"0";"0";"0";"0";"8";"0"
"Cesky Lid";"0009-0794";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1999";"86";"1";"2008";"95";"3";"0";"0";"0";"0";"0";"0";"35";"0"
"Cesky Lid";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1963";"50";"1";"1998";"85";"3";"0";"0";"0";"0";"0";"0";"124";"0"
"Chicago anthropology exchange";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1979";"12";"2";"2000";"30";"51-76";"0";"0";"0";"0";"0";"0";"30";"0"
"China's ethnic groups";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"2004";"2";"4";"2004";"2";"4";"0";"0";"0";"0";"0";"0";"1";"0"
"Chinese ethnic groups";"1672-3341";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"2003";"1";"3";"2008";"6";"2";"0";"0";"0";"0";"0";"0";"21";"0"
"Chinese sociology and anthropology";"0008-4625";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1999";"32";"2";"2003";"35";"1";"0";"0";"0";"0";"0";"0";"13";"0"
"Chinese sociology and anthropology";"0009-4625";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1997";"30";"1";"2008";"41";"1";"0";"0";"0";"0";"0";"0";"21";"0"
"Chungara";"0716-1182";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1974";"3";"0";"2008";"40";"2";"0";"0";"0";"0";"0";"0";"50";"0"
"Chungara";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1972";"1/2";"0";"1995";"27";"2";"0";"0";"0";"0";"0";"0";"26";"0"
"Ciba-Geigy review";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1963";"2";"0";"1975";"1";"0";"0";"0";"0";"0";"0";"0";"24";"0"
"Ciencia and tropico";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1973";"1";"1";"1993";"21";"1";"0";"0";"0";"0";"0";"0";"22";"0"
"Ciencia s. tropico";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1983";"11";"0";"1997";"25";"1";"0";"0";"0";"0";"0";"0";"10";"0"
"Ciencia T tropico";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1995";"23";"1";"1998";"26";"1";"0";"0";"0";"0";"0";"0";"2";"0"
"Ciencia T tropico";"0304-2685";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1998";"26";"2";"2002";"30";"2";"0";"0";"0";"0";"0";"0";"9";"0"
"Cimbebasia";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1988";"10";"0";"1990";"12";"0";"0";"0";"0";"0";"0";"0";"3";"0"
"Cimbebasia";"1012-4926";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1983";"3";"3";"1999";"15";"127-40";"0";"0";"0";"0";"0";"0";"15";"0"
"City and society";"0893-0465";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1987";"1";"1";"2009";"21";"1";"0";"0";"0";"0";"0";"0";"35";"0"
"City and society";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1997";"5-33";"0";"2004";"16";"1";"0";"0";"0";"0";"0";"0";"23";"0"
"Civilisations";"0009-8140";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"2005";"52";"2";"2005";"52";"2";"0";"0";"0";"0";"0";"0";"1";"0"
"Civilisations";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1962";"12";"3";"2001";"48";"1-2";"0";"0";"0";"0";"0";"0";"59";"0"
"Collection and Research";"1726-2038";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"2003";"16";"0";"2008";"0";"21";"0";"0";"0";"0";"0";"0";"2";"0"
"Colonial Latin American historical review";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1996";"5";"2";"2003";"12";"2";"0";"0";"0";"0";"0";"0";"5";"0"
"Colonial Latin American historical review";"1060-9164";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1999";"8";"2";"2009";"18";"1";"0";"0";"0";"0";"0";"0";"21";"0"
"Colonial Latin American historical review";"1063-5769";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1999";"8";"3";"2006";"15";"2";"0";"0";"0";"0";"0";"0";"23";"0"
"Colonial Latin American historical review";"1063-5796";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"2000";"9";"2";"2002";"11";"1";"0";"0";"0";"0";"0";"0";"5";"0"
"Colonial Latin American review";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1999";"8";"1";"2005";"14";"1";"0";"0";"0";"0";"0";"0";"2";"0"
"COMA: bulletin of the Conference of Museum Anthropologists of Australia";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1980";"0";"0";"1996";"29";"44-7";"0";"0";"0";"0";"0";"0";"30";"0"
"Communicationes archaeologicae Hungariae";"0231-133X";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1986";"0";"0";"2006";"0";"0";"0";"0";"0";"0";"0";"0";"40";"0"
"Communicationes archaeologicae Hungariae";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1987";"0";"0";"1998";"99-108";"0";"0";"0";"0";"0";"0";"0";"10";"0"
"Comparative sociology";"1569-1322";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"2001";"1";"1";"2006";"6";"0";"0";"0";"0";"0";"0";"0";"16";"0"
"Comparative sociology";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"2004";"3";"2";"2004";"3";"3-4";"0";"0";"0";"0";"0";"0";"2";"0"
"Comparative studies in society and history";"0010-4175";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1960";"2";"0";"2008";"50";"4";"0";"0";"0";"0";"0";"0";"118";"0"
"Comparative studies in society and history";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1963";"5";"2";"1999";"41";"1";"0";"0";"0";"0";"0";"0";"118";"0"
"Conch";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1974";"6";"1/2";"1982";"13";"1/2";"0";"0";"0";"0";"0";"0";"9";"0"
"Connaissance des Arts Tribeaux";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1979";"1";"0";"1983";"21";"0";"0";"0";"0";"0";"0";"0";"20";"0"
"Contemporary Pacific";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1993";"5";"1";"1998";"10";"1";"0";"0";"0";"0";"0";"0";"8";"0"
"Contemporary Pacific";"1043-898X";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1996";"8";"2";"2009";"21";"1";"0";"0";"0";"0";"0";"0";"21";"0"
"Contributions to Indian sociology";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1962";"6";"0";"1994";"28";"2";"0";"0";"0";"0";"0";"0";"34";"0"
"Contributions to Indian sociology";"0069-9667";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1970";"0";"1";"2008";"42";"2";"0";"0";"0";"0";"0";"0";"68";"0"
"Contributions to Indian sociology (New Series)";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1996";"30";"2";"2004";"38";"3";"0";"0";"0";"0";"0";"0";"4";"0"
"Contributions to Indian sociology NS";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1967";"1";"0";"1976";"10";"2";"0";"0";"0";"0";"0";"0";"10";"0"
"Contributions to southeast Asian ethnography";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1988";"0";"0";"1994";"10";"0";"0";"0";"0";"0";"0";"0";"4";"0"
"Cookeia";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1984";"1";"1";"1986";"1";"5";"0";"0";"0";"0";"0";"0";"5";"0"
"Cosmos";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1996";"12";"1";"2001";"17";"1";"0";"0";"0";"0";"0";"0";"3";"0"
"Cosmos";"0269-8773";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1985";"1";"0";"2007";"23";"0";"0";"0";"0";"0";"0";"0";"23";"0"
"Cosmos: the journal of the Traditional Cosmology Society";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1995";"11";"1";"1995";"11";"1";"0";"0";"0";"0";"0";"0";"1";"0"
"Council on Anthropology and Education Newsletter";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1971";"2";"1";"1973";"4";"2";"0";"0";"0";"0";"0";"0";"5";"0"
"Council on Anthropology and Education Quarterly";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1974";"5";"1";"1976";"7";"4";"0";"0";"0";"0";"0";"0";"11";"0"
"Critique of anthropology";"0308-275X";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1974";"0";"1";"2008";"28";"4";"0";"0";"0";"0";"0";"0";"93";"0"
"Critique of anthropology";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1974";"1";"1";"2005";"25";"2";"0";"0";"0";"0";"0";"0";"42";"0"
"Cross-cultural research";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1994";"28";"2";"2005";"39";"2";"0";"0";"0";"0";"0";"0";"10";"0"
"Cross-cultural research";"1069-3971";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1993";"27";"1-2";"2009";"43";"2";"0";"0";"0";"0";"0";"0";"64";"0"
"Cuadernos de antropologia";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1988";"0";"0";"1988";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Cuadernos de antropologia (San Carlos)";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1965";"6";"0";"1969";"8";"0";"0";"0";"0";"0";"0";"0";"3";"0"
"Cuadernos de antropologia social (Nueva epoca)";"0327-3776";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1988";"2";"0";"2001";"14";"0";"0";"0";"0";"0";"0";"0";"6";"0"
"Cuadernos de antropologia social (Nueva epoca)";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1996";"9";"15-38";"1997";"0";"0";"0";"0";"0";"0";"0";"0";"9";"0"
"Cuadernos de arquitectura mesoamericana";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1989";"11";"0";"1989";"11";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Cuadernos del Instituto Nacional de Antropolgia";"0570-8346";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1998";"18";"0";"1998";"18";"457-68";"0";"0";"0";"0";"0";"0";"27";"0"
"Cuadernos del Instituto nacional de Antropologia";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1963";"4";"0";"1992";"14";"0";"0";"0";"0";"0";"0";"0";"11";"0"
"Cuadernos del Instituto Nacional de Antropologia (Buenos Aires)";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1987";"12";"0";"1996";"17";"293-9";"0";"0";"0";"0";"0";"0";"19";"0"
"Cuadernos del Instituto nacional de Investigaciones folkloricas";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1962";"3";"0";"1962";"3";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Cuadernos del sur";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1993";"2";"4";"2004";"10";"20";"0";"0";"0";"0";"0";"0";"5";"0"
"Cuadernos del Sur. Ciencias Sociales";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1999";"5";"14";"2001";"7";"16";"0";"0";"0";"0";"0";"0";"3";"0"
"Cuadernos prehispanicos";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1986";"12";"0";"1995";"16";"155-65";"0";"0";"0";"0";"0";"0";"10";"0"
"Cultura de Guatemala";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1983";"0";"0";"1986";"0";"0";"0";"0";"0";"0";"0";"0";"4";"0"
"Cultura, hombre, sociedad: revista de ciencias sociales y humanas";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1986";"3";"1";"1986";"3";"2";"0";"0";"0";"0";"0";"0";"2";"0"
"Cultural anthropology";"0886-7356";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1986";"1";"1";"2009";"24";"2";"0";"0";"0";"0";"0";"0";"95";"0"
"Cultural anthropology";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1986";"0";"0";"2005";"20";"2";"0";"0";"0";"0";"0";"0";"23";"0"
"Cultural dynamics";"0921-3740";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1996";"8";"3";"2008";"20";"3";"0";"0";"0";"0";"0";"0";"27";"0"
"Cultural dynamics";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1988";"0";"0";"2000";"12";"3";"0";"0";"0";"0";"0";"0";"18";"0"
"Cultural survival Newsletter";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1986";"10";"0";"1988";"12";"0";"0";"0";"0";"0";"0";"0";"4";"0"
"Cultural survival quarterly";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1988";"12";"0";"2005";"29";"1";"0";"0";"0";"0";"0";"0";"19";"0"
"Culture";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1981";"1";"1";"1996";"16";"2";"0";"0";"0";"0";"0";"0";"24";"0"
"Culture and history";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1987";"0";"0";"1991";"9/10";"0";"0";"0";"0";"0";"0";"0";"4";"0"
"Culture and religion";"1475-5610";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"2005";"6";"2";"2009";"10";"1";"0";"0";"0";"0";"0";"0";"12";"0"
"Culture and religion";"0143-8301";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"2000";"1";"1";"2005";"6";"2";"0";"0";"0";"0";"0";"0";"13";"0"
"Culture and tradition";"0701-0184";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1998";"20";"0";"2007";"29";"0";"0";"0";"0";"0";"0";"0";"16";"0"
"Culture and tradition";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1987";"11";"0";"2004";"26";"0";"0";"0";"0";"0";"0";"0";"9";"0"
"Culture et tradition";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1996";"18";"5-22";"1996";"18";"96-7";"0";"0";"0";"0";"0";"0";"8";"0"
"Culture populaire albanaise";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1990";"10";"0";"1990";"10";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Culture, health &amp; sexuality";"1369-1058";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"2000";"2";"1";"2009";"11";"5";"0";"0";"0";"0";"0";"0";"62";"0"
"Cumania";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1989";"11";"0";"1992";"13";"0";"0";"0";"0";"0";"0";"0";"3";"0"
