"Title";"ISSN";"Database Name";"Database Producer";"Citation Begin Year";"Citation Begin Volume";"Citation Begin Issue";"Citation Most Recent Year";"Citation Most Recent Volume";"Citation Most Recent Issue";"Fulltext Begin Year";"Fulltext Begin Volume";"Fulltext Begin Issue";"Fulltext Most Recent Year";"Fulltext Most Recent Volume";"Fulltext Most Recent Issue";"Total Number of Issues";"Total Number of Fulltext Issues"
"Art et industrie";"";"AveryIndex";"University of California";"1934";"10";"0";"1949";"0";"13";"0";"0";"0";"0";"0";"0";"13";"0"
"Art et les artistes";"";"AveryIndex";"University of California";"1908";"0";"0";"1930";"24";"0";"0";"0";"0";"0";"0";"0";"29";"0"
"Art et style";"";"AveryIndex";"University of California";"1946";"0";"6";"1961";"58";"0";"0";"0";"0";"0";"0";"0";"2";"0"
"Art figurative";"";"AveryIndex";"University of California";"1946";"2";"0";"1946";"2";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Art flamand et hollandais";"";"AveryIndex";"University of California";"1904";"1";"0";"1925";"25";"0";"0";"0";"0";"0";"0";"0";"22";"0"
"Art franc?ais moderne";"";"AveryIndex";"University of California";"1919";"0";"11";"1920";"0";"3";"0";"0";"0";"0";"0";"0";"2";"0"
"Art Gallery";"";"AveryIndex";"University of California";"1978";"21";"4";"1978";"21";"4";"0";"0";"0";"0";"0";"0";"1";"0"
"Art History";"0141-6790";"AveryIndex";"University of California";"1978";"1";"1";"2008";"31";"4";"0";"0";"0";"0";"0";"0";"58";"0"
"Art in America";"0004-3214";"AveryIndex";"University of California";"1912";"9";"0";"2004";"92";"5";"0";"0";"0";"0";"0";"0";"225";"0"
"Art in America";"";"AveryIndex";"University of California";"1914";"2";"0";"1974";"62";"1";"0";"0";"0";"0";"0";"0";"13";"0"
"Art in Australia";"";"AveryIndex";"University of California";"1919";"0";"9";"1942";"0";"6";"0";"0";"0";"0";"0";"0";"11";"0"
"Art Institute of Chicago scrapbook";"";"AveryIndex";"University of California";"1887";"4";"0";"1969";"0";"0";"0";"0";"0";"0";"0";"0";"37";"0"
"Art international";"0004-3230";"AveryIndex";"University of California";"1982";"25";"3-4";"1990";"0";"13";"0";"0";"0";"0";"0";"0";"7";"0"
"Art international";"";"AveryIndex";"University of California";"1980";"24";"1-2";"1980";"24";"1-2";"0";"0";"0";"0";"0";"0";"1";"0"
"Art journal";"0004-3249";"AveryIndex";"University of California";"1961";"20";"4";"2004";"63";"4";"0";"0";"0";"0";"0";"0";"40";"0"
"Art libraries journal";"0307-4722";"AveryIndex";"University of California";"1979";"4";"3";"2003";"28";"3";"0";"0";"0";"0";"0";"0";"7";"0"
"ART news";"0004-3273";"AveryIndex";"University of California";"1975";"74";"9";"2004";"103";"3";"0";"0";"0";"0";"0";"0";"73";"0"
"Art news";"0011-9571";"AveryIndex";"University of California";"1975";"0";"1";"2009";"49";"3";"0";"0";"0";"0";"0";"0";"225";"0"
"Art news";"";"AveryIndex";"University of California";"1916";"20";"0";"1980";"79";"4";"0";"0";"0";"0";"0";"0";"101";"0"
"Art news annual";"";"AveryIndex";"University of California";"1927";"0";"0";"1971";"37";"0";"0";"0";"0";"0";"0";"0";"9";"0"
"Art news. Annual Christmas ed. Pt. 2";"";"AveryIndex";"University of California";"1954";"53";"0";"1954";"53";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Art news. Annual Christmas ed., pt. 2";"";"AveryIndex";"University of California";"1954";"53";"0";"1954";"53";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Art news. Annual Christmas ed., Pt. II";"";"AveryIndex";"University of California";"1954";"53";"0";"1954";"53";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Art nouveau: art and design at the turn of the century";"";"AveryIndex";"University of California";"1960";"0";"0";"1960";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Art of America";"";"AveryIndex";"University of California";"1920";"9";"0";"1920";"9";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Art populaire en France";"";"AveryIndex";"University of California";"1929";"1";"0";"1934";"6";"0";"0";"0";"0";"0";"0";"0";"7";"0"
"Art pre??sent";"";"AveryIndex";"University of California";"1947";"0";"1";"1949";"0";"10-11";"0";"0";"0";"0";"0";"0";"7";"0"
"Art present";"";"AveryIndex";"University of California";"1947";"0";"2";"1949";"0";"10-11";"0";"0";"0";"0";"0";"0";"2";"0"
"Art quarterly";"";"AveryIndex";"University of California";"1938";"1";"4";"1979";"2";"1";"0";"0";"0";"0";"0";"0";"12";"0"
"Art quarterly (Metropolitan Museum of Art)";"";"AveryIndex";"University of California";"1978";"1";"3";"1978";"1";"3";"0";"0";"0";"0";"0";"0";"1";"0"
"Art quarterly of the National Art Collections Fund";"";"AveryIndex";"University of California";"1992";"0";"11";"1992";"0";"11";"0";"0";"0";"0";"0";"0";"1";"0"
"Art register";"";"AveryIndex";"University of California";"1931";"2";"0";"1931";"2";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Art review";"";"AveryIndex";"University of California";"1886";"1";"0";"1887";"1";"0";"0";"0";"0";"0";"0";"0";"2";"0"
"Art sacre";"";"AveryIndex";"University of California";"1960";"0";"5-6";"1969";"0";"1-2";"0";"0";"0";"0";"0";"0";"3";"0"
"Art sacre??";"";"AveryIndex";"University of California";"1937";"0";"15";"1965";"0";"9-10";"0";"0";"0";"0";"0";"0";"58";"0"
"Art scene";"";"AveryIndex";"University of California";"1968";"2";"0";"1969";"2";"0";"0";"0";"0";"0";"0";"0";"2";"0"
"Art studies";"";"AveryIndex";"University of California";"1923";"1";"0";"1928";"6";"0";"0";"0";"0";"0";"0";"0";"5";"0"
"Art studies : medieval, renaissance and modern";"";"AveryIndex";"University of California";"1923";"1";"0";"1931";"8";"0";"0";"0";"0";"0";"0";"0";"6";"0"
"Art veneta";"";"AveryIndex";"University of California";"1961";"15";"0";"1961";"15";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Art vivant";"";"AveryIndex";"University of California";"1925";"1";"1";"1949";"0";"1-2";"0";"0";"0";"0";"0";"0";"52";"0"
"Art world";"";"AveryIndex";"University of California";"1916";"1";"0";"1918";"3";"0";"0";"0";"0";"0";"0";"0";"5";"0"
"Art world and arts &amp; decoration";"";"AveryIndex";"University of California";"1916";"34";"0";"1919";"10";"0";"0";"0";"0";"0";"0";"0";"6";"0"
"Art-documents : les cahiers d'art documents";"";"AveryIndex";"University of California";"1961";"0";"154";"1968";"0";"253";"0";"0";"0";"0";"0";"0";"4";"0"
"Art-journal";"";"AveryIndex";"University of California";"1861";"7";"23";"1884";"0";"0";"0";"0";"0";"0";"0";"0";"6";"0"
"Arte";"";"AveryIndex";"University of California";"1898";"1";"0";"1972";"5";"0";"0";"0";"0";"0";"0";"0";"52";"0"
"Arte antica e moderna";"";"AveryIndex";"University of California";"1958";"1";"0";"1962";"0";"20";"0";"0";"0";"0";"0";"0";"12";"0"
"Arte cristiana";"";"AveryIndex";"University of California";"1965";"53";"4";"1989";"77";"731";"0";"0";"0";"0";"0";"0";"21";"0"
"Arte Cristiana";"0004-3400";"AveryIndex";"University of California";"1965";"53";"9";"1997";"86";"787";"0";"0";"0";"0";"0";"0";"75";"0"
"Arte cristiana.";"";"AveryIndex";"University of California";"1980";"68";"2";"1980";"68";"2";"0";"0";"0";"0";"0";"0";"1";"0"
"Arte documento";"";"AveryIndex";"University of California";"1988";"0";"1";"1988";"0";"2";"0";"0";"0";"0";"0";"0";"2";"0"
"Arte espan??ol";"";"AveryIndex";"University of California";"1912";"1";"0";"1957";"21";"2";"0";"0";"0";"0";"0";"0";"34";"0"
"Arte et decoracio??n en Espan??a, arquitectura, arte decorativo";"";"AveryIndex";"University of California";"1917";"1";"0";"1923";"6";"0";"0";"0";"0";"0";"0";"0";"3";"0"
"Arte gia archivo storico dell'arte";"";"AveryIndex";"University of California";"1898";"1";"0";"1898";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Arte italiana decorativa e industriale";"";"AveryIndex";"University of California";"1890";"1";"0";"1898";"7";"2";"0";"0";"0";"0";"0";"0";"2";"0"
"Arte lombarda";"";"AveryIndex";"University of California";"1947";"19";"0";"1980";"55-57";"0";"0";"0";"0";"0";"0";"0";"56";"0"
"Arte lombarda";"0009-3443";"AveryIndex";"University of California";"1988";"84-85";"1-2";"1988";"84-85";"1-2";"0";"0";"0";"0";"0";"0";"1";"0"
"Arte Lombarda";"0004-3443";"AveryIndex";"University of California";"1975";"0";"0";"2007";"149";"1";"0";"0";"0";"0";"0";"0";"61";"0"
"Arte lombarda.";"";"AveryIndex";"University of California";"1980";"53-54";"0";"1980";"53-54";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Arte medievale";"";"AveryIndex";"University of California";"1988";"2";"1";"1993";"7";"2";"0";"0";"0";"0";"0";"0";"11";"0"
"Arte Veneta";"";"AveryIndex";"University of California";"1947";"1";"0";"1995";"47";"0";"0";"0";"0";"0";"0";"0";"50";"0"
"Arte veneta : rivista di storia dell'arte";"";"AveryIndex";"University of California";"1947";"1";"0";"1970";"24";"0";"0";"0";"0";"0";"0";"0";"12";"0"
"Arte veneta: rivista di storia dell'arte";"0392-5234";"AveryIndex";"University of California";"1977";"0";"0";"1977";"31";"0";"0";"0";"0";"0";"0";"0";"3";"0"
"Arte y hogar";"";"AveryIndex";"University of California";"1946";"0";"0";"1946";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Artes";"";"AveryIndex";"University of California";"1932";"1";"0";"1940";"8";"0";"0";"0";"0";"0";"0";"0";"10";"0"
"Artes de Me??xico";"";"AveryIndex";"University of California";"1953";"1";"0";"1956";"3";"0";"0";"0";"0";"0";"0";"0";"2";"0"
"Artes de Me??xico";"0300-4953";"AveryIndex";"University of California";"1993";"0";"21";"2008";"0";"91";"0";"0";"0";"0";"0";"0";"31";"0"
"Artes de Mexico";"";"AveryIndex";"University of California";"1965";"12";"66-67";"1965";"12";"66-67";"0";"0";"0";"0";"0";"0";"1";"0"
"Artforum";"";"AveryIndex";"University of California";"1962";"1";"0";"1992";"30";"9";"0";"0";"0";"0";"0";"0";"14";"0"
"Artforum";"0004-3432";"AveryIndex";"University of California";"1984";"22";"9";"1984";"22";"9";"0";"0";"0";"0";"0";"0";"1";"0"
"Artforum";"0004-3532";"AveryIndex";"University of California";"1977";"15";"10";"2004";"42";"8";"0";"0";"0";"0";"0";"0";"42";"0"
"Arti";"";"AveryIndex";"University of California";"1940";"3";"0";"1942";"5";"0";"0";"0";"0";"0";"0";"0";"3";"0"
"Arti figurative";"";"AveryIndex";"University of California";"1945";"1";"0";"1947";"3";"0";"0";"0";"0";"0";"0";"0";"3";"0"
"Artibus Asiae.";"0004-3648";"AveryIndex";"University of California";"1925";"1";"0";"1996";"56";"1-2";"0";"0";"0";"0";"0";"0";"39";"0"
"Artibus et historiae";"0391-9064";"AveryIndex";"University of California";"1980";"0";"1";"1990";"0";"22";"0";"0";"0";"0";"0";"0";"14";"0"
"Artmagazine";"0318-6644";"AveryIndex";"University of California";"1977";"9";"35";"1978";"52";"8";"0";"0";"0";"0";"0";"0";"3";"0"
"Arts";"";"AveryIndex";"University of California";"1902";"1";"1";"1962";"116";"0";"0";"0";"0";"0";"0";"0";"92";"0"
"Arts &amp; architecture";"0730-9481";"AveryIndex";"University of California";"1983";"2";"-";"1985";"4";"2";"0";"0";"0";"0";"0";"0";"11";"0"
"Arts &amp; the Islamic world";"";"AveryIndex";"University of California";"1997";"0";"31";"1997";"0";"31";"0";"0";"0";"0";"0";"0";"1";"0"
"Arts &amp; the Islamic world";"0264-1828";"AveryIndex";"University of California";"1985";"3";"3";"2001";"0";"36";"0";"0";"0";"0";"0";"0";"16";"0"
"Arts &amp; the Islamic World";"0264-1826";"AveryIndex";"University of California";"1983";"1";"3";"1985";"3";"2";"0";"0";"0";"0";"0";"0";"8";"0"
"Arts (Paris)";"";"AveryIndex";"University of California";"1917";"14";"157";"1917";"14";"157";"0";"0";"0";"0";"0";"0";"1";"0"
"Arts (Paris, France)";"";"AveryIndex";"University of California";"1917";"0";"157";"1947";"0";"106";"0";"0";"0";"0";"0";"0";"5";"0"
"Arts + architecture";"0370-9481";"AveryIndex";"University of California";"1983";"2";"1";"1983";"2";"1";"0";"0";"0";"0";"0";"0";"1";"0"
"Arts + architecture";"";"AveryIndex";"University of California";"1981";"1";"2";"1983";"2";"3";"0";"0";"0";"0";"0";"0";"4";"0"
"Arts anciens de Flandre";"";"AveryIndex";"University of California";"1905";"1";"0";"1914";"6";"0";"0";"0";"0";"0";"0";"0";"4";"0"
"Arts and architecture";"";"AveryIndex";"University of California";"1915";"10";"0";"1967";"84";"7-8";"0";"0";"0";"0";"0";"0";"54";"0"
"Arts and decoration";"";"AveryIndex";"University of California";"1911";"0";"0";"1947";"0";"6";"0";"0";"0";"0";"0";"0";"84";"0"
"Arts and letters";"";"AveryIndex";"University of California";"1889";"0";"0";"1889";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Arts asiatiques";"";"AveryIndex";"University of California";"1954";"1";"0";"1993";"48";"0";"0";"0";"0";"0";"0";"0";"36";"0"
"Arts digest";"";"AveryIndex";"University of California";"1927";"1";"0";"1927";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Arts et arche??ologie khmers";"";"AveryIndex";"University of California";"1926";"2";"3";"1926";"2";"3";"0";"0";"0";"0";"0";"0";"1";"0"
"Arts et arche?ologie khmers";"";"AveryIndex";"University of California";"1924";"2";"1";"1924";"2";"1";"0";"0";"0";"0";"0";"0";"1";"0"
"Arts et de??coration";"";"AveryIndex";"University of California";"1908";"23";"0";"1908";"23";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Arts et me??tiers graphiques";"";"AveryIndex";"University of California";"1930";"16";"0";"1958";"0";"55";"0";"0";"0";"0";"0";"0";"8";"0"
"Arts franc?ais";"";"AveryIndex";"University of California";"1918";"0";"20";"1919";"0";"32";"0";"0";"0";"0";"0";"0";"6";"0"
"Arts in Philadelphia";"";"AveryIndex";"University of California";"1930";"1";"0";"1939";"2";"0";"0";"0";"0";"0";"0";"0";"4";"0"
"Arts in the Genesee Valley";"";"AveryIndex";"University of California";"1975";"0";"4";"1975";"0";"4";"0";"0";"0";"0";"0";"0";"1";"0"
"Arts in the Genessee Valley";"";"AveryIndex";"University of California";"1976";"0";"5";"1976";"0";"5";"0";"0";"0";"0";"0";"0";"1";"0"
"Arts in Virginia";"0004-4032";"AveryIndex";"University of California";"1987";"0";"1-3";"1987";"0";"1-3";"0";"0";"0";"0";"0";"0";"1";"0"
"Arts in Virginia";"";"AveryIndex";"University of California";"1972";"13";"0";"1976";"17";"1";"0";"0";"0";"0";"0";"0";"2";"0"
"Arts magazine";"0004-4059";"AveryIndex";"University of California";"1979";"54";"1";"1990";"64";"8";"0";"0";"0";"0";"0";"0";"13";"0"
"Arts magazine";"";"AveryIndex";"University of California";"1965";"40";"0";"1980";"54";"8";"0";"0";"0";"0";"0";"0";"5";"0"
"Arts of Asia";"0004-4083";"AveryIndex";"University of California";"1978";"8";"2";"2003";"33";"6";"0";"0";"0";"0";"0";"0";"54";"0"
"Arts of Asia";"";"AveryIndex";"University of California";"1978";"8";"0";"1981";"9";"6";"0";"0";"0";"0";"0";"0";"7";"0"
"Arts plastiques";"";"AveryIndex";"University of California";"1947";"1";"0";"1953";"6";"0";"0";"0";"0";"0";"0";"0";"5";"0"
"Arts review / National Endowment for the Arts";"";"AveryIndex";"University of California";"1985";"3";"1";"1985";"3";"1";"0";"0";"0";"0";"0";"0";"1";"0"
"Arts review / National Endowment for the Arts";"0741-4579";"AveryIndex";"University of California";"1986";"3";"2";"1986";"3";"2";"0";"0";"0";"0";"0";"0";"1";"0"
"Arts, lettres, spectacles, musique";"";"AveryIndex";"University of California";"1949";"0";"0";"1949";"3";"0";"0";"0";"0";"0";"0";"0";"2";"0"
"Artscanada";"";"AveryIndex";"University of California";"1943";"1";"0";"1978";"0";"218/219";"0";"0";"0";"0";"0";"0";"7";"0"
"Artscanada";"0004-4113";"AveryIndex";"University of California";"1982";"38";"2-3";"1982";"38";"2-3";"0";"0";"0";"0";"0";"0";"1";"0"
"Artscribe international";"0954-4178";"AveryIndex";"University of California";"1988";"0";"68";"1988";"0";"70";"0";"0";"0";"0";"0";"0";"2";"0"
"Artscribe international";"0309-2151";"AveryIndex";"University of California";"1988";"0";"69";"1988";"0";"69";"0";"0";"0";"0";"0";"0";"1";"0"
"Artwork";"";"AveryIndex";"University of California";"1927";"3";"0";"1929";"5";"18";"0";"0";"0";"0";"0";"0";"6";"0"
"Arup journal";"";"AveryIndex";"University of California";"1984";"19";"2";"1989";"24";"4";"0";"0";"0";"0";"0";"0";"21";"0"
"Asia";"";"AveryIndex";"University of California";"1921";"21";"0";"1942";"42";"0";"0";"0";"0";"0";"0";"0";"26";"0"
"Asia and the Americas";"";"AveryIndex";"University of California";"1943";"43";"0";"1947";"42";"0";"0";"0";"0";"0";"0";"0";"3";"0"
"Asian architect &amp; contractor";"";"AveryIndex";"University of California";"2002";"31";"10";"2003";"32";"4";"0";"0";"0";"0";"0";"0";"4";"0"
"Asian architect and contractor";"";"AveryIndex";"University of California";"1987";"17";"4";"2003";"32";"2";"0";"0";"0";"0";"0";"0";"167";"0"
"Asian art &amp; culture";"1352-2744";"AveryIndex";"University of California";"1994";"7";"1";"1995";"8";"2";"0";"0";"0";"0";"0";"0";"2";"0"
"Asian art / Arthur M. Sackler Gallery, Smithsonian Institution";"0894-234X";"AveryIndex";"University of California";"1989";"2";"2";"1993";"6";"3";"0";"0";"0";"0";"0";"0";"4";"0"
"Asian building &amp; construction";"";"AveryIndex";"University of California";"1985";"0";"0";"1986";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0"
"Asian building &amp; construction";"0264-8164";"AveryIndex";"University of California";"1985";"0";"0";"1986";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0"
"Assemblage";"0889-3012";"AveryIndex";"University of California";"1986";"0";"1";"2000";"0";"41";"0";"0";"0";"0";"0";"0";"40";"0"
"Assoication of Collegiate Schools of Planning";"";"AveryIndex";"University of California";"1978";"16";"2";"1978";"16";"2";"0";"0";"0";"0";"0";"0";"1";"0"
"Astragalo";"1134-3672";"AveryIndex";"University of California";"1994";"0";"1";"2001";"0";"17";"0";"0";"0";"0";"0";"0";"8";"0"
"At?oa?o??r-e?? I??ra??n";"";"AveryIndex";"University of California";"1936";"1";"2";"1936";"1";"2";"0";"0";"0";"0";"0";"0";"1";"0"
"At?oh?oa??r-e?? I??ra??n";"";"AveryIndex";"University of California";"1936";"1";"2";"1949";"4";"1";"0";"0";"0";"0";"0";"0";"5";"0"
"At?oh?oar-e?? I??ra??n";"";"AveryIndex";"University of California";"1936";"1";"1";"1936";"1";"2";"0";"0";"0";"0";"0";"0";"2";"0"
"At|?uh|?ua||r-e|| I||ra||n";"";"AveryIndex";"University of California";"1949";"4";"0";"1949";"4";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Athanor";"0732-1619";"AveryIndex";"University of California";"1987";"6";"0";"1987";"6";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Athens annals of archaeology";"";"AveryIndex";"University of California";"1968";"1";"3";"1973";"6";"3";"0";"0";"0";"0";"0";"0";"4";"0"
"Atikot. Sidrah iurit";"0067-0138";"AveryIndex";"University of California";"1976";"11";"0";"1976";"11";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Atiqot";"";"AveryIndex";"University of California";"1961";"3";"0";"1971";"9-10";"0";"0";"0";"0";"0";"0";"0";"2";"0"
"Atiqot : journal of the Israel Department of Antiquities";"";"AveryIndex";"University of California";"1961";"3";"0";"1967";"7";"0";"0";"0";"0";"0";"0";"0";"2";"0"
"Atiqot. English series";"0066-488X";"AveryIndex";"University of California";"1976";"11";"0";"1983";"16";"0";"0";"0";"0";"0";"0";"0";"2";"0"
"Atiqot. English series";"";"AveryIndex";"University of California";"1969";"8";"0";"1969";"8";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Atti";"";"AveryIndex";"University of California";"1875";"1";"0";"1973";"5";"0";"0";"0";"0";"0";"0";"0";"22";"0"
"Atti e memorie";"";"AveryIndex";"University of California";"1960";"3";"0";"1972";"13-14";"0";"0";"0";"0";"0";"0";"0";"6";"0"
"Atti. N.s.";"";"AveryIndex";"University of California";"1951";"1";"0";"1957";"3";"0";"0";"0";"0";"0";"0";"0";"3";"0"
"Atti. N.s. Note commemorative di accademici defunti";"";"AveryIndex";"University of California";"1961";"5";"6";"1966";"8";"7";"0";"0";"0";"0";"0";"0";"10";"0"
"Atti. Nuova serie. Note commemorative di Accademici Defunti";"";"AveryIndex";"University of California";"1961";"5";"10";"1961";"5";"10";"0";"0";"0";"0";"0";"0";"1";"0"
"AUCA";"";"AveryIndex";"University of California";"1969";"0";"1";"1969";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0"
"AUCA : arquitectura, urbanismo, construccio??n";"";"AveryIndex";"University of California";"1965";"0";"1";"1970";"0";"17";"0";"0";"0";"0";"0";"0";"14";"0"
"Aufbau";"";"AveryIndex";"University of California";"1926";"1";"1";"1984";"39";"6";"0";"0";"0";"0";"0";"0";"144";"0"
"Aufbau";"0004-7805";"AveryIndex";"University of California";"1977";"32";"0";"1989";"43";"6";"0";"0";"0";"0";"0";"0";"41";"0"
"Aufbau : Monatschrift fu?r den Wiederaufbau";"";"AveryIndex";"University of California";"1953";"8";"0";"1967";"22";"9-10";"0";"0";"0";"0";"0";"0";"5";"0"
"Aufbau; o?sterreichische Monatshefte fur Siedlung und Stadtebau";"";"AveryIndex";"University of California";"1926";"1";"1";"1926";"1";"6";"0";"0";"0";"0";"0";"0";"2";"0"
"Aujourd'hui, art et architecture";"";"AveryIndex";"University of California";"1939";"10";"0";"1967";"10";"57/58";"0";"0";"0";"0";"0";"0";"45";"0"
"Aujourd'hui: art et architecture";"";"AveryIndex";"University of California";"1955";"1";"4";"1955";"1";"4";"0";"0";"0";"0";"0";"0";"1";"0"
"Aujourd'hui; art et architecture";"";"AveryIndex";"University of California";"1962";"6";"36";"1962";"6";"36";"0";"0";"0";"0";"0";"0";"1";"0"
"Aula : architecture and urbanism in las Ame??ricas";"";"AveryIndex";"University of California";"1999";"0";"1";"1999";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0"
